Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Amount Normalized,Purchases Normalized,Value Score,Value Tier,Purchases Freq Normalized,Loyalty Score A,Loyalty Score B,Promo Dependency Score,Satisfaction Flag,Loyalty Tier
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,33,Debit Card,Annually,1,0.925,0.6530612244897959,0.789030612244898,High Value,0.0,0.32653061224489793,0.26122448979591834,2,Satisfied,Low Loyalty
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,27,Cash,Fortnightly,4,0.6,0.5306122448979592,0.5653061224489796,Mid Value,0.75,0.6403061224489797,0.5122448979591837,2,Satisfied,Mid Loyalty
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,19,Venmo,Fortnightly,4,0.3875,0.3673469387755102,0.3774234693877551,Mid Value,0.75,0.5586734693877551,0.4469387755102041,2,Satisfied,Mid Loyalty
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,50,Debit Card,Quarterly,2,0.1625,1.0,0.58125,Mid Value,0.25,0.625,0.5,2,Unsatisfied,Mid Loyalty
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,46,PayPal,Weekly,5,0.5,0.9183673469387755,0.7091836734693877,High Value,1.0,0.9591836734693877,0.7673469387755102,2,Satisfied,High Loyalty
636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,28,Cash,Quarterly,2,0.4875,0.5510204081632653,0.5192602040816326,Mid Value,0.25,0.4005102040816326,0.32040816326530613,2,Satisfied,Low Loyalty
637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,14,Bank Transfer,Quarterly,2,0.125,0.2653061224489796,0.1951530612244898,Low Value,0.25,0.25765306122448983,0.20612244897959187,2,Unsatisfied,Low Loyalty
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,46,Cash,Fortnightly,4,0.0,0.9183673469387755,0.45918367346938777,Mid Value,0.75,0.8341836734693877,0.6673469387755102,2,Unsatisfied,High Loyalty
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,41,PayPal,Monthly,3,0.0,0.8163265306122449,0.40816326530612246,Mid Value,0.5,0.6581632653061225,0.5265306122448979,2,Unsatisfied,Mid Loyalty
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,50,Credit Card,Annually,1,0.05,1.0,0.525,Mid Value,0.0,0.5,0.4,2,Satisfied,Mid Loyalty
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,28,Debit Card,Fortnightly,4,0.85,0.5510204081632653,0.7005102040816327,High Value,0.75,0.6505102040816326,0.5204081632653061,2,Satisfied,Mid Loyalty
642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,23,Credit Card,Quarterly,2,0.725,0.4489795918367347,0.5869897959183673,Mid Value,0.25,0.3494897959183674,0.2795918367346939,2,Satisfied,Low Loyalty
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,14,Debit Card,Fortnightly,4,0.0625,0.2653061224489796,0.1639030612244898,Low Value,0.75,0.5076530612244898,0.4061224489795919,2,Unsatisfied,Mid Loyalty
644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,10,Bank Transfer,Quarterly,2,0.4625,0.1836734693877551,0.32308673469387755,Low Value,0.25,0.21683673469387754,0.17346938775510204,2,Unsatisfied,Low Loyalty
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,37,Cash,Weekly,5,0.9125,0.7346938775510204,0.8235969387755102,High Value,1.0,0.8673469387755102,0.6938775510204082,2,Satisfied,High Loyalty
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,15,Venmo,Fortnightly,4,0.275,0.2857142857142857,0.28035714285714286,Low Value,0.75,0.5178571428571428,0.41428571428571426,2,Satisfied,Mid Loyalty
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,19,Venmo,Fortnightly,4,0.425,0.3673469387755102,0.3961734693877551,Mid Value,0.75,0.5586734693877551,0.4469387755102041,2,Satisfied,Mid Loyalty
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,23,Credit Card,Fortnightly,4,0.625,0.4489795918367347,0.5369897959183674,Mid Value,0.75,0.5994897959183674,0.4795918367346939,2,Unsatisfied,Mid Loyalty
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,35,Credit Card,Weekly,5,0.1375,0.6938775510204082,0.4156887755102041,Mid Value,1.0,0.846938775510204,0.6775510204081633,2,Satisfied,High Loyalty
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,33,PayPal,Quarterly,2,0.9125,0.6530612244897959,0.7827806122448979,High Value,0.25,0.45153061224489793,0.36122448979591837,2,Satisfied,Mid Loyalty
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,1,0.25,0.22448979591836735,0.2372448979591837,Low Value,0.0,0.11224489795918367,0.08979591836734695,2,Satisfied,Low Loyalty
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,41,Venmo,Fortnightly,4,0.15,0.8163265306122449,0.48316326530612247,Mid Value,0.75,0.7831632653061225,0.626530612244898,2,Unsatisfied,Mid Loyalty
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,27,Venmo,Weekly,5,0.0875,0.5306122448979592,0.3090561224489796,Low Value,1.0,0.7653061224489797,0.6122448979591838,2,Unsatisfied,Mid Loyalty
654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,45,Cash,Fortnightly,4,0.6,0.8979591836734694,0.7489795918367347,High Value,0.75,0.8239795918367347,0.6591836734693879,2,Unsatisfied,Mid Loyalty
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,23,Venmo,Annually,1,0.4875,0.4489795918367347,0.46823979591836734,Mid Value,0.0,0.22448979591836735,0.1795918367346939,2,Satisfied,Low Loyalty
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,19,Venmo,Monthly,3,0.2,0.3673469387755102,0.2836734693877551,Low Value,0.5,0.4336734693877551,0.3469387755102041,2,Unsatisfied,Mid Loyalty
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,6,PayPal,Quarterly,2,0.0375,0.10204081632653061,0.06977040816326531,Low Value,0.25,0.1760204081632653,0.14081632653061224,2,Satisfied,Low Loyalty
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,6,PayPal,Quarterly,2,0.75,0.10204081632653061,0.4260204081632653,Mid Value,0.25,0.1760204081632653,0.14081632653061224,2,Satisfied,Low Loyalty
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,20,Venmo,Weekly,5,0.2125,0.3877551020408163,0.30012755102040817,Low Value,1.0,0.6938775510204082,0.5551020408163265,2,Satisfied,Mid Loyalty
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,8,Cash,Weekly,5,0.4,0.14285714285714285,0.27142857142857146,Low Value,1.0,0.5714285714285714,0.45714285714285713,2,Unsatisfied,Mid Loyalty
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,39,Credit Card,Quarterly,2,0.7375,0.7755102040816326,0.7565051020408163,High Value,0.25,0.5127551020408163,0.4102040816326531,2,Satisfied,Mid Loyalty
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,39,Credit Card,Quarterly,2,0.6,0.7755102040816326,0.6877551020408164,High Value,0.25,0.5127551020408163,0.4102040816326531,2,Satisfied,Mid Loyalty
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,39,Venmo,Fortnightly,4,0.975,0.7755102040816326,0.8752551020408164,High Value,0.75,0.7627551020408163,0.610204081632653,2,Unsatisfied,Mid Loyalty
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,23,Credit Card,Monthly,3,0.7875,0.4489795918367347,0.6182397959183673,Mid Value,0.5,0.4744897959183674,0.37959183673469393,2,Satisfied,Mid Loyalty
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,41,PayPal,Fortnightly,4,0.7875,0.8163265306122449,0.8019132653061225,High Value,0.75,0.7831632653061225,0.626530612244898,2,Satisfied,Mid Loyalty
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,50,Credit Card,Annually,1,0.4375,1.0,0.71875,High Value,0.0,0.5,0.4,2,Satisfied,Mid Loyalty
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,30,Debit Card,Quarterly,2,0.075,0.5918367346938775,0.33341836734693875,Low Value,0.25,0.42091836734693877,0.33673469387755106,2,Unsatisfied,Mid Loyalty
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,32,Bank Transfer,Quarterly,2,0.7,0.6326530612244898,0.6663265306122449,Mid Value,0.25,0.4413265306122449,0.35306122448979593,2,Unsatisfied,Mid Loyalty
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,35,Bank Transfer,Monthly,3,0.8125,0.6938775510204082,0.753188775510204,High Value,0.5,0.596938775510204,0.4775510204081632,2,Unsatisfied,Mid Loyalty
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,45,Venmo,Fortnightly,4,0.8625,0.8979591836734694,0.8802295918367347,High Value,0.75,0.8239795918367347,0.6591836734693879,2,Unsatisfied,Mid Loyalty
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,37,Cash,Fortnightly,4,0.2625,0.7346938775510204,0.49859693877551026,Mid Value,0.75,0.7423469387755102,0.5938775510204082,2,Satisfied,Mid Loyalty
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,45,Cash,Weekly,5,0.125,0.8979591836734694,0.5114795918367347,Mid Value,1.0,0.9489795918367347,0.7591836734693879,2,Satisfied,High Loyalty
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,29,Cash,Quarterly,2,0.4125,0.5714285714285714,0.4919642857142857,Mid Value,0.25,0.4107142857142857,0.32857142857142857,2,Unsatisfied,Low Loyalty
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,27,Venmo,Fortnightly,4,0.575,0.5306122448979592,0.5528061224489795,Mid Value,0.75,0.6403061224489797,0.5122448979591837,2,Satisfied,Mid Loyalty
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,36,Bank Transfer,Annually,1,0.1625,0.7142857142857143,0.43839285714285714,Mid Value,0.0,0.35714285714285715,0.28571428571428575,2,Satisfied,Low Loyalty
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,9,Cash,Annually,1,0.825,0.16326530612244897,0.49413265306122445,Mid Value,0.0,0.08163265306122448,0.06530612244897958,2,Unsatisfied,Low Loyalty
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,38,Venmo,Fortnightly,4,0.5,0.7551020408163265,0.6275510204081632,Mid Value,0.75,0.7525510204081632,0.6020408163265306,2,Unsatisfied,Mid Loyalty
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,41,PayPal,Annually,1,0.525,0.8163265306122449,0.6706632653061224,High Value,0.0,0.40816326530612246,0.326530612244898,2,Unsatisfied,Low Loyalty
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,25,Debit Card,Quarterly,2,0.675,0.4897959183673469,0.5823979591836734,Mid Value,0.25,0.36989795918367346,0.29591836734693877,2,Unsatisfied,Low Loyalty
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,37,Venmo,Fortnightly,4,0.9375,0.7346938775510204,0.8360969387755102,High Value,0.75,0.7423469387755102,0.5938775510204082,2,Unsatisfied,Mid Loyalty
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually,1,0.0625,0.04081632653061224,0.05165816326530612,Low Value,0.0,0.02040816326530612,0.016326530612244896,2,Satisfied,Low Loyalty
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,24,Credit Card,Quarterly,2,0.4875,0.46938775510204084,0.4784438775510204,Mid Value,0.25,0.35969387755102045,0.2877551020408164,2,Unsatisfied,Low Loyalty
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,49,Credit Card,Fortnightly,4,0.1125,0.9795918367346939,0.546045918367347,Mid Value,0.75,0.8647959183673469,0.6918367346938776,2,Satisfied,High Loyalty
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,3,Bank Transfer,Monthly,3,0.2,0.04081632653061224,0.12040816326530612,Low Value,0.5,0.27040816326530615,0.21632653061224494,2,Unsatisfied,Low Loyalty
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,42,Debit Card,Monthly,3,0.775,0.8367346938775511,0.8058673469387756,High Value,0.5,0.6683673469387755,0.5346938775510205,2,Satisfied,Mid Loyalty
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,32,Cash,Fortnightly,4,0.6375,0.6326530612244898,0.6350765306122449,Mid Value,0.75,0.6913265306122449,0.553061224489796,2,Unsatisfied,Mid Loyalty
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,33,Venmo,Fortnightly,4,0.1875,0.6530612244897959,0.42028061224489793,Mid Value,0.75,0.7015306122448979,0.5612244897959183,2,Unsatisfied,Mid Loyalty
688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,46,Bank Transfer,Quarterly,2,0.225,0.9183673469387755,0.5716836734693878,Mid Value,0.25,0.5841836734693877,0.4673469387755102,2,Unsatisfied,Mid Loyalty
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,44,Venmo,Monthly,3,0.4875,0.8775510204081632,0.6825255102040816,High Value,0.5,0.6887755102040816,0.5510204081632653,2,Satisfied,Mid Loyalty
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,35,Credit Card,Quarterly,2,0.8875,0.6938775510204082,0.7906887755102041,High Value,0.25,0.4719387755102041,0.3775510204081633,2,Satisfied,Mid Loyalty
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,45,Bank Transfer,Weekly,5,0.6,0.8979591836734694,0.7489795918367347,High Value,1.0,0.9489795918367347,0.7591836734693879,2,Satisfied,High Loyalty
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,37,PayPal,Fortnightly,4,0.0125,0.7346938775510204,0.3735969387755102,Mid Value,0.75,0.7423469387755102,0.5938775510204082,2,Unsatisfied,Mid Loyalty
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,40,Debit Card,Quarterly,2,0.9375,0.7959183673469388,0.8667091836734694,High Value,0.25,0.5229591836734694,0.41836734693877553,2,Satisfied,Mid Loyalty
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,30,Cash,Quarterly,2,0.4,0.5918367346938775,0.4959183673469388,Mid Value,0.25,0.42091836734693877,0.33673469387755106,2,Unsatisfied,Mid Loyalty
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,38,Venmo,Quarterly,2,0.0125,0.7551020408163265,0.3838010204081632,Mid Value,0.25,0.5025510204081632,0.4020408163265306,2,Unsatisfied,Mid Loyalty
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,15,Debit Card,Quarterly,2,0.5875,0.2857142857142857,0.43660714285714286,Mid Value,0.25,0.26785714285714285,0.2142857142857143,2,Unsatisfied,Low Loyalty
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,49,Cash,Monthly,3,0.275,0.9795918367346939,0.627295918367347,Mid Value,0.5,0.7397959183673469,0.5918367346938775,2,Unsatisfied,Mid Loyalty
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,40,Debit Card,Quarterly,2,0.5375,0.7959183673469388,0.6667091836734693,Mid Value,0.25,0.5229591836734694,0.41836734693877553,2,Satisfied,Mid Loyalty
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,40,Debit Card,Weekly,5,0.2625,0.7959183673469388,0.5292091836734694,Mid Value,1.0,0.8979591836734694,0.7183673469387756,2,Unsatisfied,High Loyalty
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,5,PayPal,Weekly,5,0.325,0.08163265306122448,0.20331632653061224,Low Value,1.0,0.5408163265306123,0.4326530612244899,2,Unsatisfied,Mid Loyalty
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,5,PayPal,Monthly,3,0.7375,0.08163265306122448,0.40956632653061226,Mid Value,0.5,0.29081632653061223,0.2326530612244898,2,Satisfied,Low Loyalty
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,5,Debit Card,Quarterly,2,0.875,0.08163265306122448,0.47831632653061223,Mid Value,0.25,0.16581632653061223,0.1326530612244898,2,Unsatisfied,Low Loyalty
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,1,Cash,Weekly,5,0.6375,0.0,0.31875,Low Value,1.0,0.5,0.4,2,Unsatisfied,Mid Loyalty
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,21,Venmo,Weekly,5,0.8375,0.40816326530612246,0.6228316326530612,Mid Value,1.0,0.7040816326530612,0.563265306122449,2,Unsatisfied,Mid Loyalty
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,18,PayPal,Annually,1,0.575,0.3469387755102041,0.460969387755102,Mid Value,0.0,0.17346938775510204,0.13877551020408163,2,Unsatisfied,Low Loyalty
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,49,Cash,Quarterly,2,0.875,0.9795918367346939,0.9272959183673469,High Value,0.25,0.6147959183673469,0.49183673469387756,2,Satisfied,Mid Loyalty
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,27,Debit Card,Weekly,5,0.3375,0.5306122448979592,0.4340561224489796,Mid Value,1.0,0.7653061224489797,0.6122448979591838,2,Satisfied,Mid Loyalty
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,21,Venmo,Annually,1,0.225,0.40816326530612246,0.3165816326530612,Low Value,0.0,0.20408163265306123,0.163265306122449,2,Unsatisfied,Low Loyalty
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,19,Cash,Fortnightly,4,0.375,0.3673469387755102,0.3711734693877551,Mid Value,0.75,0.5586734693877551,0.4469387755102041,2,Unsatisfied,Mid Loyalty
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,23,Debit Card,Monthly,3,0.7375,0.4489795918367347,0.5932397959183674,Mid Value,0.5,0.4744897959183674,0.37959183673469393,2,Satisfied,Mid Loyalty
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,26,PayPal,Fortnightly,4,0.8875,0.5102040816326531,0.6988520408163266,High Value,0.75,0.6301020408163265,0.5040816326530612,2,Satisfied,Mid Loyalty
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,13,Bank Transfer,Fortnightly,4,0.5,0.24489795918367346,0.37244897959183676,Mid Value,0.75,0.49744897959183676,0.39795918367346944,2,Unsatisfied,Mid Loyalty
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,36,Bank Transfer,Quarterly,2,0.7625,0.7142857142857143,0.7383928571428571,High Value,0.25,0.48214285714285715,0.38571428571428573,2,Unsatisfied,Mid Loyalty
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,39,Bank Transfer,Fortnightly,4,0.875,0.7755102040816326,0.8252551020408163,High Value,0.75,0.7627551020408163,0.610204081632653,2,Unsatisfied,Mid Loyalty
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,40,Debit Card,Fortnightly,4,0.625,0.7959183673469388,0.7104591836734694,High Value,0.75,0.7729591836734694,0.6183673469387756,2,Satisfied,Mid Loyalty
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,37,Debit Card,Quarterly,2,0.5375,0.7346938775510204,0.6360969387755102,Mid Value,0.25,0.4923469387755102,0.3938775510204082,2,Unsatisfied,Mid Loyalty
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,9,Venmo,Fortnightly,4,0.1125,0.16326530612244897,0.1378826530612245,Low Value,0.75,0.45663265306122447,0.3653061224489796,2,Unsatisfied,Mid Loyalty
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,7,Venmo,Quarterly,2,0.875,0.12244897959183673,0.4987244897959184,Mid Value,0.25,0.18622448979591838,0.1489795918367347,2,Satisfied,Low Loyalty
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,25,Bank Transfer,Annually,1,0.025,0.4897959183673469,0.2573979591836735,Low Value,0.0,0.24489795918367346,0.1959183673469388,2,Satisfied,Low Loyalty
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,42,Venmo,Fortnightly,4,0.025,0.8367346938775511,0.43086734693877554,Mid Value,0.75,0.7933673469387755,0.6346938775510205,2,Unsatisfied,Mid Loyalty
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,19,Debit Card,Weekly,5,0.525,0.3673469387755102,0.44617346938775515,Mid Value,1.0,0.6836734693877551,0.5469387755102041,2,Unsatisfied,Mid Loyalty
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,41,Debit Card,Quarterly,2,0.4625,0.8163265306122449,0.6394132653061224,Mid Value,0.25,0.5331632653061225,0.42653061224489797,2,Satisfied,Mid Loyalty
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,50,Cash,Fortnightly,4,0.15,1.0,0.575,Mid Value,0.75,0.875,0.7000000000000001,2,Satisfied,High Loyalty
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly,3,0.4125,0.8571428571428571,0.6348214285714285,Mid Value,0.5,0.6785714285714286,0.5428571428571429,2,Unsatisfied,Mid Loyalty
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,36,Venmo,Quarterly,2,0.7375,0.7142857142857143,0.7258928571428571,High Value,0.25,0.48214285714285715,0.38571428571428573,2,Satisfied,Mid Loyalty
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,33,Debit Card,Fortnightly,4,0.5125,0.6530612244897959,0.582780612244898,Mid Value,0.75,0.7015306122448979,0.5612244897959183,2,Unsatisfied,Mid Loyalty
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,20,Bank Transfer,Quarterly,2,0.725,0.3877551020408163,0.5563775510204081,Mid Value,0.25,0.31887755102040816,0.25510204081632654,2,Unsatisfied,Low Loyalty
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,37,Venmo,Quarterly,2,0.9625,0.7346938775510204,0.8485969387755102,High Value,0.25,0.4923469387755102,0.3938775510204082,2,Satisfied,Mid Loyalty
